"","X","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme","pre_influence","post_influence","is_central","task","trial","dataset","group_id","subject","confidence"
"129",129,"Unemployment",258,"Dem",4.5,4,5,4.9,"D","decentralized",1,1,NA,4.5,5,NA,"Unemployment","D1decentralized1Dem","becker 2019","decentralizedUnemploymentD1decentralized1Dem","258D1decentralized1Dem",NA
"130",130,"Election",201,"Dem",300,299,299,224.6,"D","decentralized",1,1,NA,300,299,NA,"Election","D1decentralized1Dem","becker 2019","decentralizedElectionD1decentralized1Dem","201D1decentralized1Dem",NA
"131",131,"California",226,"Dem",44,44,44,60.2,"D","decentralized",1,1,NA,44,44,NA,"California","D1decentralized1Dem","becker 2019","decentralizedCaliforniaD1decentralized1Dem","226D1decentralized1Dem",NA
"132",132,"Election",221,"Dem",200,212,206,224.6,"D","decentralized",1,1,NA,200,206,NA,"Election","D1decentralized1Dem","becker 2019","decentralizedElectionD1decentralized1Dem","221D1decentralized1Dem",NA
"133",133,"Election",280,"Dem",150,220,180,224.6,"D","decentralized",1,1,NA,150,180,NA,"Election","D1decentralized1Dem","becker 2019","decentralizedElectionD1decentralized1Dem","280D1decentralized1Dem",NA
"134",134,"Unemployment",254,"Dem",5,7,7,4.9,"D","decentralized",1,1,NA,5,7,NA,"Unemployment","D1decentralized1Dem","becker 2019","decentralizedUnemploymentD1decentralized1Dem","254D1decentralized1Dem",NA
"135",135,"California",234,"Dem",65,46,44,60.2,"D","decentralized",1,1,NA,65,44,NA,"California","D1decentralized1Dem","becker 2019","decentralizedCaliforniaD1decentralized1Dem","234D1decentralized1Dem",NA
"136",136,"Election",279,"Dem",240.4,223.6,223.2,224.6,"D","decentralized",1,1,NA,240.4,223.2,NA,"Election","D1decentralized1Dem","becker 2019","decentralizedElectionD1decentralized1Dem","279D1decentralized1Dem",NA
"137",137,"Election",422,"Dem",239,221,218,224.6,"D","decentralized",2,1,NA,239,218,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","422D2decentralized1Dem",NA
"138",138,"California",386,"Dem",27,27,29,60.2,"D","decentralized",2,1,NA,27,29,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","386D2decentralized1Dem",NA
"139",139,"California",380,"Dem",35,40,40,60.2,"D","decentralized",2,1,NA,35,40,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","380D2decentralized1Dem",NA
"140",140,"California",406,"Dem",54,58,59,60.2,"D","decentralized",2,1,NA,54,59,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","406D2decentralized1Dem",NA
"141",141,"Election",386,"Dem",NA,76,205,224.6,"D","decentralized",2,1,NA,NA,205,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","386D2decentralized1Dem",NA
"142",142,"Taxes",402,"Dem",22,20,15,14.6,"D","decentralized",2,1,NA,22,15,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","402D2decentralized1Dem",NA
"143",143,"California",440,"Dem",65,60,60,60.2,"D","decentralized",2,1,NA,65,60,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","440D2decentralized1Dem",NA
"144",144,"Taxes",429,"Dem",15,20,18,14.6,"D","decentralized",2,1,NA,15,18,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","429D2decentralized1Dem",NA
"145",145,"Unemployment",426,"Dem",12,9,7,4.9,"D","decentralized",2,1,NA,12,7,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","426D2decentralized1Dem",NA
"146",146,"Taxes",447,"Dem",21,23,22,14.6,"D","decentralized",2,1,NA,21,22,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","447D2decentralized1Dem",NA
"147",147,"California",381,"Dem",23,36,32,60.2,"D","decentralized",2,1,NA,23,32,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","381D2decentralized1Dem",NA
"148",148,"Unemployment",352,"Dem",4.7,4,5,4.9,"D","decentralized",2,1,NA,4.7,5,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","352D2decentralized1Dem",NA
"149",149,"Unemployment",386,"Dem",4.6,4,4,4.9,"D","decentralized",2,1,NA,4.6,4,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","386D2decentralized1Dem",NA
"150",150,"Election",440,"Dem",230,230,230,224.6,"D","decentralized",2,1,NA,230,230,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","440D2decentralized1Dem",NA
"151",151,"California",421,"Dem",45,43,40,60.2,"D","decentralized",2,1,NA,45,40,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","421D2decentralized1Dem",NA
"152",152,"Unemployment",440,"Dem",5,5.5,5,4.9,"D","decentralized",2,1,NA,5,5,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","440D2decentralized1Dem",NA
"153",153,"Unemployment",406,"Dem",5.2,5,5,4.9,"D","decentralized",2,1,NA,5.2,5,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","406D2decentralized1Dem",NA
"154",154,"Unemployment",446,"Dem",5,4.5,4.5,4.9,"D","decentralized",2,1,NA,5,4.5,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","446D2decentralized1Dem",NA
"155",155,"California",426,"Dem",45,35,30,60.2,"D","decentralized",2,1,NA,45,30,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","426D2decentralized1Dem",NA
"156",156,"California",377,"Dem",45,40,40,60.2,"D","decentralized",2,1,NA,45,40,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","377D2decentralized1Dem",NA
"157",157,"Election",365,"Dem",220,240,225,224.6,"D","decentralized",2,1,NA,220,225,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","365D2decentralized1Dem",NA
"158",158,"Election",429,"Dem",225,225,230,224.6,"D","decentralized",2,1,NA,225,230,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","429D2decentralized1Dem",NA
"159",159,"Election",396,"Dem",190,215,220,224.6,"D","decentralized",2,1,NA,190,220,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","396D2decentralized1Dem",NA
"160",160,"Election",438,"Dem",250,200,200,224.6,"D","decentralized",2,1,NA,250,200,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","438D2decentralized1Dem",NA
"161",161,"Unemployment",380,"Dem",4.5,4.5,4,4.9,"D","decentralized",2,1,NA,4.5,4,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","380D2decentralized1Dem",NA
"162",162,"Taxes",421,"Dem",30,25,20,14.6,"D","decentralized",2,1,NA,30,20,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","421D2decentralized1Dem",NA
"163",163,"Election",380,"Dem",250,250,250,224.6,"D","decentralized",2,1,NA,250,250,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","380D2decentralized1Dem",NA
"164",164,"Unemployment",421,"Dem",50,10,5,4.9,"D","decentralized",2,1,NA,50,5,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","421D2decentralized1Dem",NA
"165",165,"Taxes",438,"Dem",22,22,20,14.6,"D","decentralized",2,1,NA,22,20,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","438D2decentralized1Dem",NA
"166",166,"California",435,"Dem",55,51,50,60.2,"D","decentralized",2,1,NA,55,50,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","435D2decentralized1Dem",NA
"167",167,"Election",352,"Dem",200,230,230,224.6,"D","decentralized",2,1,NA,200,230,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","352D2decentralized1Dem",NA
"168",168,"California",447,"Dem",19,21,30,60.2,"D","decentralized",2,1,NA,19,30,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","447D2decentralized1Dem",NA
"169",169,"Election",377,"Dem",225,225,225,224.6,"D","decentralized",2,1,NA,225,225,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","377D2decentralized1Dem",NA
"170",170,"Unemployment",429,"Dem",4,4,4,4.9,"D","decentralized",2,1,NA,4,4,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","429D2decentralized1Dem",NA
"171",171,"Election",434,"Dem",280,275,270,224.6,"D","decentralized",2,1,NA,280,270,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","434D2decentralized1Dem",NA
"172",172,"Unemployment",360,"Dem",13,10,10,4.9,"D","decentralized",2,1,NA,13,10,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","360D2decentralized1Dem",NA
"173",173,"Taxes",446,"Dem",43,22,11,14.6,"D","decentralized",2,1,NA,43,11,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","446D2decentralized1Dem",NA
"174",174,"California",372,"Dem",7,7,31,60.2,"D","decentralized",2,1,NA,7,31,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","372D2decentralized1Dem",NA
"175",175,"Taxes",351,"Dem",13,17,14,14.6,"D","decentralized",2,1,NA,13,14,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","351D2decentralized1Dem",NA
"176",176,"Unemployment",384,"Dem",8,4,5,4.9,"D","decentralized",2,1,NA,8,5,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","384D2decentralized1Dem",NA
"177",177,"California",384,"Dem",30,25,30,60.2,"D","decentralized",2,1,NA,30,30,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","384D2decentralized1Dem",NA
"178",178,"Taxes",426,"Dem",25,22,21,14.6,"D","decentralized",2,1,NA,25,21,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","426D2decentralized1Dem",NA
"179",179,"Election",435,"Dem",140,190,225,224.6,"D","decentralized",2,1,NA,140,225,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","435D2decentralized1Dem",NA
"180",180,"Taxes",384,"Dem",25,25,24,14.6,"D","decentralized",2,1,NA,25,24,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","384D2decentralized1Dem",NA
"181",181,"California",429,"Dem",23,57,52,60.2,"D","decentralized",2,1,NA,23,52,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","429D2decentralized1Dem",NA
"182",182,"Unemployment",395,"Dem",8,6,7,4.9,"D","decentralized",2,1,NA,8,7,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","395D2decentralized1Dem",NA
"183",183,"Election",415,"Dem",400,300,250,224.6,"D","decentralized",2,1,NA,400,250,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","415D2decentralized1Dem",NA
"184",184,"Taxes",377,"Dem",15,20,20,14.6,"D","decentralized",2,1,NA,15,20,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","377D2decentralized1Dem",NA
"185",185,"Unemployment",365,"Dem",8,7,6,4.9,"D","decentralized",2,1,NA,8,6,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","365D2decentralized1Dem",NA
"186",186,"Taxes",434,"Dem",14,14.4,14,14.6,"D","decentralized",2,1,NA,14,14,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","434D2decentralized1Dem",NA
"187",187,"Election",445,"Dem",200,200,210,224.6,"D","decentralized",2,1,NA,200,210,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","445D2decentralized1Dem",NA
"188",188,"California",361,"Dem",67,47,53,60.2,"D","decentralized",2,1,NA,67,53,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","361D2decentralized1Dem",NA
"189",189,"Taxes",360,"Dem",26,26,26,14.6,"D","decentralized",2,1,NA,26,26,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","360D2decentralized1Dem",NA
"190",190,"Election",351,"Dem",210,155,180,224.6,"D","decentralized",2,1,NA,210,180,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","351D2decentralized1Dem",NA
"191",191,"Election",402,"Dem",280,230,235,224.6,"D","decentralized",2,1,NA,280,235,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","402D2decentralized1Dem",NA
"192",192,"Unemployment",361,"Dem",10,7,4,4.9,"D","decentralized",2,1,NA,10,4,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","361D2decentralized1Dem",NA
"193",193,"Unemployment",402,"Dem",6,6,6,4.9,"D","decentralized",2,1,NA,6,6,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","402D2decentralized1Dem",NA
"194",194,"Taxes",445,"Dem",8,10,10,14.6,"D","decentralized",2,1,NA,8,10,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","445D2decentralized1Dem",NA
"195",195,"California",402,"Dem",25,30,10,60.2,"D","decentralized",2,1,NA,25,10,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","402D2decentralized1Dem",NA
"196",196,"Unemployment",415,"Dem",4.7,5,4,4.9,"D","decentralized",2,1,NA,4.7,4,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","415D2decentralized1Dem",NA
"197",197,"Unemployment",377,"Dem",6,6,6,4.9,"D","decentralized",2,1,NA,6,6,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","377D2decentralized1Dem",NA
"198",198,"Unemployment",447,"Dem",6,4,5,4.9,"D","decentralized",2,1,NA,6,5,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","447D2decentralized1Dem",NA
"199",199,"California",360,"Dem",20,35,35,60.2,"D","decentralized",2,1,NA,20,35,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","360D2decentralized1Dem",NA
"200",200,"Unemployment",413,"Dem",5,7,6,4.9,"D","decentralized",2,1,NA,5,6,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","413D2decentralized1Dem",NA
"201",201,"California",352,"Dem",50,70,70,60.2,"D","decentralized",2,1,NA,50,70,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","352D2decentralized1Dem",NA
"202",202,"Taxes",386,"Dem",22,20,20,14.6,"D","decentralized",2,1,NA,22,20,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","386D2decentralized1Dem",NA
"203",203,"Election",395,"Dem",101,170,189,224.6,"D","decentralized",2,1,NA,101,189,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","395D2decentralized1Dem",NA
"204",204,"Taxes",435,"Dem",17,NA,15,14.6,"D","decentralized",2,1,NA,17,15,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","435D2decentralized1Dem",NA
"205",205,"California",351,"Dem",40,35,45,60.2,"D","decentralized",2,1,NA,40,45,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","351D2decentralized1Dem",NA
"206",206,"California",445,"Dem",45,43,40,60.2,"D","decentralized",2,1,NA,45,40,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","445D2decentralized1Dem",NA
"207",207,"Election",426,"Dem",180,175,200,224.6,"D","decentralized",2,1,NA,180,200,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","426D2decentralized1Dem",NA
"208",208,"Taxes",422,"Dem",15,15,17,14.6,"D","decentralized",2,1,NA,15,17,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","422D2decentralized1Dem",NA
"209",209,"California",434,"Dem",15,20,22,60.2,"D","decentralized",2,1,NA,15,22,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","434D2decentralized1Dem",NA
"210",210,"Unemployment",434,"Dem",5,4.7,4.7,4.9,"D","decentralized",2,1,NA,5,4.7,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","434D2decentralized1Dem",NA
"211",211,"Unemployment",372,"Dem",5,5,5,4.9,"D","decentralized",2,1,NA,5,5,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","372D2decentralized1Dem",NA
"212",212,"California",413,"Dem",18,24,65,60.2,"D","decentralized",2,1,NA,18,65,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","413D2decentralized1Dem",NA
"213",213,"Taxes",372,"Dem",13,16,14,14.6,"D","decentralized",2,1,NA,13,14,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","372D2decentralized1Dem",NA
"214",214,"Election",360,"Dem",20,167,167,224.6,"D","decentralized",2,1,NA,20,167,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","360D2decentralized1Dem",NA
"215",215,"Unemployment",353,"Dem",4.7,5,4.7,4.9,"D","decentralized",2,1,NA,4.7,4.7,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","353D2decentralized1Dem",NA
"216",216,"Taxes",397,"Dem",12,14,14,14.6,"D","decentralized",2,1,NA,12,14,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","397D2decentralized1Dem",NA
"217",217,"Election",384,"Dem",35,300,300,224.6,"D","decentralized",2,1,NA,35,300,NA,"Election","D2decentralized1Dem","becker 2019","decentralizedElectionD2decentralized1Dem","384D2decentralized1Dem",NA
"218",218,"California",395,"Dem",26,31,33,60.2,"D","decentralized",2,1,NA,26,33,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","395D2decentralized1Dem",NA
"219",219,"Taxes",353,"Dem",13.5,15,15,14.6,"D","decentralized",2,1,NA,13.5,15,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","353D2decentralized1Dem",NA
"220",220,"California",446,"Dem",65,62,68,60.2,"D","decentralized",2,1,NA,65,68,NA,"California","D2decentralized1Dem","becker 2019","decentralizedCaliforniaD2decentralized1Dem","446D2decentralized1Dem",NA
"221",221,"Unemployment",396,"Dem",35,18,15,4.9,"D","decentralized",2,1,NA,35,15,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","396D2decentralized1Dem",NA
"222",222,"Unemployment",445,"Dem",4,5,5,4.9,"D","decentralized",2,1,NA,4,5,NA,"Unemployment","D2decentralized1Dem","becker 2019","decentralizedUnemploymentD2decentralized1Dem","445D2decentralized1Dem",NA
"223",223,"Taxes",380,"Dem",15,15,15,14.6,"D","decentralized",2,1,NA,15,15,NA,"Taxes","D2decentralized1Dem","becker 2019","decentralizedTaxesD2decentralized1Dem","380D2decentralized1Dem",NA
