"","X","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme","pre_influence","post_influence","task","trial","dataset"
"199",199,"California",360,"Dem",20,35,35,60.2,"D","decentralized",2,1,NA,20,35,"California","D2decentralized1Dem","becker 2019"
"200",200,"Unemployment",413,"Dem",5,7,6,4.9,"D","decentralized",2,1,NA,5,6,"Unemployment","D2decentralized1Dem","becker 2019"
"201",201,"California",352,"Dem",50,70,70,60.2,"D","decentralized",2,1,NA,50,70,"California","D2decentralized1Dem","becker 2019"
"202",202,"Taxes",386,"Dem",22,20,20,14.6,"D","decentralized",2,1,NA,22,20,"Taxes","D2decentralized1Dem","becker 2019"
"203",203,"Election",395,"Dem",101,170,189,224.6,"D","decentralized",2,1,NA,101,189,"Election","D2decentralized1Dem","becker 2019"
"204",204,"Taxes",435,"Dem",17,NA,15,14.6,"D","decentralized",2,1,NA,17,15,"Taxes","D2decentralized1Dem","becker 2019"
"205",205,"California",351,"Dem",40,35,45,60.2,"D","decentralized",2,1,NA,40,45,"California","D2decentralized1Dem","becker 2019"
"206",206,"California",445,"Dem",45,43,40,60.2,"D","decentralized",2,1,NA,45,40,"California","D2decentralized1Dem","becker 2019"
"207",207,"Election",426,"Dem",180,175,200,224.6,"D","decentralized",2,1,NA,180,200,"Election","D2decentralized1Dem","becker 2019"
"208",208,"Taxes",422,"Dem",15,15,17,14.6,"D","decentralized",2,1,NA,15,17,"Taxes","D2decentralized1Dem","becker 2019"
"209",209,"California",434,"Dem",15,20,22,60.2,"D","decentralized",2,1,NA,15,22,"California","D2decentralized1Dem","becker 2019"
"210",210,"Unemployment",434,"Dem",5,4.7,4.7,4.9,"D","decentralized",2,1,NA,5,4.7,"Unemployment","D2decentralized1Dem","becker 2019"
"211",211,"Unemployment",372,"Dem",5,5,5,4.9,"D","decentralized",2,1,NA,5,5,"Unemployment","D2decentralized1Dem","becker 2019"
"212",212,"California",413,"Dem",18,24,65,60.2,"D","decentralized",2,1,NA,18,65,"California","D2decentralized1Dem","becker 2019"
"213",213,"Taxes",372,"Dem",13,16,14,14.6,"D","decentralized",2,1,NA,13,14,"Taxes","D2decentralized1Dem","becker 2019"
"214",214,"Election",360,"Dem",20,167,167,224.6,"D","decentralized",2,1,NA,20,167,"Election","D2decentralized1Dem","becker 2019"
"215",215,"Unemployment",353,"Dem",4.7,5,4.7,4.9,"D","decentralized",2,1,NA,4.7,4.7,"Unemployment","D2decentralized1Dem","becker 2019"
"216",216,"Taxes",397,"Dem",12,14,14,14.6,"D","decentralized",2,1,NA,12,14,"Taxes","D2decentralized1Dem","becker 2019"
"217",217,"Election",384,"Dem",35,300,300,224.6,"D","decentralized",2,1,NA,35,300,"Election","D2decentralized1Dem","becker 2019"
"218",218,"California",395,"Dem",26,31,33,60.2,"D","decentralized",2,1,NA,26,33,"California","D2decentralized1Dem","becker 2019"
"219",219,"Taxes",353,"Dem",13.5,15,15,14.6,"D","decentralized",2,1,NA,13.5,15,"Taxes","D2decentralized1Dem","becker 2019"
"220",220,"California",446,"Dem",65,62,68,60.2,"D","decentralized",2,1,NA,65,68,"California","D2decentralized1Dem","becker 2019"
"221",221,"Unemployment",396,"Dem",35,18,15,4.9,"D","decentralized",2,1,NA,35,15,"Unemployment","D2decentralized1Dem","becker 2019"
"222",222,"Unemployment",445,"Dem",4,5,5,4.9,"D","decentralized",2,1,NA,4,5,"Unemployment","D2decentralized1Dem","becker 2019"
"223",223,"Taxes",380,"Dem",15,15,15,14.6,"D","decentralized",2,1,NA,15,15,"Taxes","D2decentralized1Dem","becker 2019"
"224",224,"California",353,"Dem",52,47,60,60.2,"D","decentralized",2,1,NA,52,60,"California","D2decentralized1Dem","becker 2019"
"225",225,"Unemployment",381,"Dem",6.7,5,5,4.9,"D","decentralized",2,1,NA,6.7,5,"Unemployment","D2decentralized1Dem","becker 2019"
"226",226,"Taxes",381,"Dem",20,12,13,14.6,"D","decentralized",2,1,NA,20,13,"Taxes","D2decentralized1Dem","becker 2019"
"227",227,"Unemployment",435,"Dem",5,5,5,4.9,"D","decentralized",2,1,NA,5,5,"Unemployment","D2decentralized1Dem","becker 2019"
"228",228,"Election",397,"Dem",145,160,159,224.6,"D","decentralized",2,1,NA,145,159,"Election","D2decentralized1Dem","becker 2019"
"229",229,"California",365,"Dem",26,33,31,60.2,"D","decentralized",2,1,NA,26,31,"California","D2decentralized1Dem","becker 2019"
"230",230,"Unemployment",351,"Dem",4,4.1,4.2,4.9,"D","decentralized",2,1,NA,4,4.2,"Unemployment","D2decentralized1Dem","becker 2019"
"231",231,"Unemployment",438,"Dem",4,5,5,4.9,"D","decentralized",2,1,NA,4,5,"Unemployment","D2decentralized1Dem","becker 2019"
"232",232,"Taxes",368,"Dem",15,16,14,14.6,"D","decentralized",2,1,NA,15,14,"Taxes","D2decentralized1Dem","becker 2019"
"233",233,"Election",446,"Dem",175,171,218,224.6,"D","decentralized",2,1,NA,175,218,"Election","D2decentralized1Dem","becker 2019"
"234",234,"Taxes",361,"Dem",28,7,7,14.6,"D","decentralized",2,1,NA,28,7,"Taxes","D2decentralized1Dem","becker 2019"
"235",235,"Taxes",365,"Dem",24,22,21,14.6,"D","decentralized",2,1,NA,24,21,"Taxes","D2decentralized1Dem","becker 2019"
"236",236,"Taxes",415,"Dem",15,16,15,14.6,"D","decentralized",2,1,NA,15,15,"Taxes","D2decentralized1Dem","becker 2019"
"237",237,"Unemployment",422,"Dem",6,6,6,4.9,"D","decentralized",2,1,NA,6,6,"Unemployment","D2decentralized1Dem","becker 2019"
"238",238,"California",396,"Dem",45,48,43,60.2,"D","decentralized",2,1,NA,45,43,"California","D2decentralized1Dem","becker 2019"
"239",239,"Taxes",413,"Dem",25,25,25,14.6,"D","decentralized",2,1,NA,25,25,"Taxes","D2decentralized1Dem","becker 2019"
"240",240,"Unemployment",397,"Dem",4,5,5,4.9,"D","decentralized",2,1,NA,4,5,"Unemployment","D2decentralized1Dem","becker 2019"
"241",241,"Unemployment",394,"Dem",5,5,5,4.9,"D","decentralized",2,1,NA,5,5,"Unemployment","D2decentralized1Dem","becker 2019"
"242",242,"California",394,"Dem",30,45,50,60.2,"D","decentralized",2,1,NA,30,50,"California","D2decentralized1Dem","becker 2019"
"243",243,"Election",394,"Dem",300,320,330,224.6,"D","decentralized",2,1,NA,300,330,"Election","D2decentralized1Dem","becker 2019"
"244",244,"Taxes",352,"Dem",14,12,10,14.6,"D","decentralized",2,1,NA,14,10,"Taxes","D2decentralized1Dem","becker 2019"
"245",245,"California",393,"Dem",45,38,39,60.2,"D","decentralized",2,1,NA,45,39,"California","D2decentralized1Dem","becker 2019"
"246",246,"Election",421,"Dem",1,200,210,224.6,"D","decentralized",2,1,NA,1,210,"Election","D2decentralized1Dem","becker 2019"
"247",247,"Election",361,"Dem",156,227,227,224.6,"D","decentralized",2,1,NA,156,227,"Election","D2decentralized1Dem","becker 2019"
"248",248,"Taxes",395,"Dem",24,21,22,14.6,"D","decentralized",2,1,NA,24,22,"Taxes","D2decentralized1Dem","becker 2019"
"249",249,"California",415,"Dem",37,47,62,60.2,"D","decentralized",2,1,NA,37,62,"California","D2decentralized1Dem","becker 2019"
"250",250,"Taxes",371,"Dem",32,24,24,14.6,"D","decentralized",2,1,NA,32,24,"Taxes","D2decentralized1Dem","becker 2019"
"251",251,"Election",406,"Dem",200,220,210,224.6,"D","decentralized",2,1,NA,200,210,"Election","D2decentralized1Dem","becker 2019"
"252",252,"California",368,"Dem",6,30,30,60.2,"D","decentralized",2,1,NA,6,30,"California","D2decentralized1Dem","becker 2019"
"253",253,"California",397,"Dem",45,41,44,60.2,"D","decentralized",2,1,NA,45,44,"California","D2decentralized1Dem","becker 2019"
"254",254,"Unemployment",393,"Dem",4.7,4.7,4.7,4.9,"D","decentralized",2,1,NA,4.7,4.7,"Unemployment","D2decentralized1Dem","becker 2019"
"255",255,"Taxes",440,"Dem",24,24,24,14.6,"D","decentralized",2,1,NA,24,24,"Taxes","D2decentralized1Dem","becker 2019"
"256",256,"Taxes",394,"Dem",15,15,15,14.6,"D","decentralized",2,1,NA,15,15,"Taxes","D2decentralized1Dem","becker 2019"
"257",257,"California",407,"Dem",35,50,45,60.2,"D","decentralized",2,1,NA,35,45,"California","D2decentralized1Dem","becker 2019"
"258",258,"Election",353,"Dem",252,234,220,224.6,"D","decentralized",2,1,NA,252,220,"Election","D2decentralized1Dem","becker 2019"
"259",259,"Election",407,"Dem",175,200,200,224.6,"D","decentralized",2,1,NA,175,200,"Election","D2decentralized1Dem","becker 2019"
"260",260,"Election",381,"Dem",220,230,232,224.6,"D","decentralized",2,1,NA,220,232,"Election","D2decentralized1Dem","becker 2019"
"261",261,"Election",413,"Dem",175,150,225,224.6,"D","decentralized",2,1,NA,175,225,"Election","D2decentralized1Dem","becker 2019"
"262",262,"Election",447,"Dem",275,225,200,224.6,"D","decentralized",2,1,NA,275,200,"Election","D2decentralized1Dem","becker 2019"
"263",263,"California",371,"Dem",46,41,42,60.2,"D","decentralized",2,1,NA,46,42,"California","D2decentralized1Dem","becker 2019"
"264",264,"Election",368,"Dem",220,240,240,224.6,"D","decentralized",2,1,NA,220,240,"Election","D2decentralized1Dem","becker 2019"
"265",265,"Unemployment",371,"Dem",8,9,8,4.9,"D","decentralized",2,1,NA,8,8,"Unemployment","D2decentralized1Dem","becker 2019"
"266",266,"California",422,"Dem",30,25,27,60.2,"D","decentralized",2,1,NA,30,27,"California","D2decentralized1Dem","becker 2019"
"267",267,"California",438,"Dem",65,48,45,60.2,"D","decentralized",2,1,NA,65,45,"California","D2decentralized1Dem","becker 2019"
"268",268,"Election",372,"Dem",110,165,179,224.6,"D","decentralized",2,1,NA,110,179,"Election","D2decentralized1Dem","becker 2019"
"269",269,"Election",371,"Dem",200,198,202,224.6,"D","decentralized",2,1,NA,200,202,"Election","D2decentralized1Dem","becker 2019"
"270",270,"Election",393,"Dem",10,328,328500000,224.6,"D","decentralized",2,1,NA,10,328500000,"Election","D2decentralized1Dem","becker 2019"
"271",271,"Taxes",393,"Dem",27,25,31,14.6,"D","decentralized",2,1,NA,27,31,"Taxes","D2decentralized1Dem","becker 2019"
"272",272,"Taxes",406,"Dem",30,10,12,14.6,"D","decentralized",2,1,NA,30,12,"Taxes","D2decentralized1Dem","becker 2019"
"273",273,"Taxes",396,"Dem",21,21,21,14.6,"D","decentralized",2,1,NA,21,21,"Taxes","D2decentralized1Dem","becker 2019"
"274",274,"Unemployment",368,"Dem",2.5,3,3,4.9,"D","decentralized",2,1,NA,2.5,3,"Unemployment","D2decentralized1Dem","becker 2019"
"275",275,"Unemployment",407,"Dem",7,5,6,4.9,"D","decentralized",2,1,NA,7,6,"Unemployment","D2decentralized1Dem","becker 2019"
"276",276,"Taxes",407,"Dem",20,23,19,14.6,"D","decentralized",2,1,NA,20,19,"Taxes","D2decentralized1Dem","becker 2019"
"277",277,"Unemployment",885,"Dem",3,4.6,4,4.9,"D","decentralized",3,1,NA,3,4,"Unemployment","D3decentralized1Dem","becker 2019"
"278",278,"Election",810,"Dem",25,156,180,224.6,"D","decentralized",3,1,NA,25,180,"Election","D3decentralized1Dem","becker 2019"
"279",279,"Election",972,"Dem",300,240,240,224.6,"D","decentralized",3,1,NA,300,240,"Election","D3decentralized1Dem","becker 2019"
"280",280,"Taxes",1074,"Dem",20,21,20,14.6,"D","decentralized",3,1,NA,20,20,"Taxes","D3decentralized1Dem","becker 2019"
"281",281,"California",837,"Dem",75,43,43,60.2,"D","decentralized",3,1,NA,75,43,"California","D3decentralized1Dem","becker 2019"
"282",282,"Taxes",968,"Dem",30,20,16,14.6,"D","decentralized",3,1,NA,30,16,"Taxes","D3decentralized1Dem","becker 2019"
"283",283,"California",885,"Dem",40,41,39,60.2,"D","decentralized",3,1,NA,40,39,"California","D3decentralized1Dem","becker 2019"
"284",284,"California",949,"Dem",NA,40,43,60.2,"D","decentralized",3,1,NA,NA,43,"California","D3decentralized1Dem","becker 2019"
"285",285,"California",968,"Dem",50,45,45,60.2,"D","decentralized",3,1,NA,50,45,"California","D3decentralized1Dem","becker 2019"
"286",286,"Unemployment",888,"Dem",12,5,4,4.9,"D","decentralized",3,1,NA,12,4,"Unemployment","D3decentralized1Dem","becker 2019"
"287",287,"Election",815,"Dem",240,220,220,224.6,"D","decentralized",3,1,NA,240,220,"Election","D3decentralized1Dem","becker 2019"
"288",288,"Unemployment",968,"Dem",5,6,5.5,4.9,"D","decentralized",3,1,NA,5,5.5,"Unemployment","D3decentralized1Dem","becker 2019"
"289",289,"Election",895,"Dem",175,210,0,224.6,"D","decentralized",3,1,NA,175,0,"Election","D3decentralized1Dem","becker 2019"
"290",290,"California",931,"Dem",40,50,55,60.2,"D","decentralized",3,1,NA,40,55,"California","D3decentralized1Dem","becker 2019"
"291",291,"Taxes",870,"Dem",25,24,22,14.6,"D","decentralized",3,1,NA,25,22,"Taxes","D3decentralized1Dem","becker 2019"
"292",292,"California",810,"Dem",35,39,46,60.2,"D","decentralized",3,1,NA,35,46,"California","D3decentralized1Dem","becker 2019"
"293",293,"California",972,"Dem",37,48,49,60.2,"D","decentralized",3,1,NA,37,49,"California","D3decentralized1Dem","becker 2019"
"294",294,"Unemployment",1002,"Dem",5.1,5.1,5,4.9,"D","decentralized",3,1,NA,5.1,5,"Unemployment","D3decentralized1Dem","becker 2019"
"295",295,"Unemployment",1074,"Dem",4,4,4,4.9,"D","decentralized",3,1,NA,4,4,"Unemployment","D3decentralized1Dem","becker 2019"
"296",296,"Taxes",927,"Dem",16.3,16,17,14.6,"D","decentralized",3,1,NA,16.3,17,"Taxes","D3decentralized1Dem","becker 2019"
"297",297,"Election",923,"Dem",275,250,245,224.6,"D","decentralized",3,1,NA,275,245,"Election","D3decentralized1Dem","becker 2019"
"298",298,"Unemployment",939,"Dem",5,6,5,4.9,"D","decentralized",3,1,NA,5,5,"Unemployment","D3decentralized1Dem","becker 2019"
"299",299,"Election",1050,"Dem",NA,9,37,224.6,"D","decentralized",3,1,NA,NA,37,"Election","D3decentralized1Dem","becker 2019"
"300",300,"Unemployment",1076,"Dem",4.7,4.7,4.7,4.9,"D","decentralized",3,1,NA,4.7,4.7,"Unemployment","D3decentralized1Dem","becker 2019"
"301",301,"Taxes",820,"Dem",20,14,13.5,14.6,"D","decentralized",3,1,NA,20,13.5,"Taxes","D3decentralized1Dem","becker 2019"
"302",302,"California",994,"Dem",42,41,42,60.2,"D","decentralized",3,1,NA,42,42,"California","D3decentralized1Dem","becker 2019"
"303",303,"Unemployment",810,"Dem",4.3,4,4,4.9,"D","decentralized",3,1,NA,4.3,4,"Unemployment","D3decentralized1Dem","becker 2019"
"304",304,"California",1007,"Dem",50,45,45,60.2,"D","decentralized",3,1,NA,50,45,"California","D3decentralized1Dem","becker 2019"
"305",305,"Election",1068,"Dem",56,78,120,224.6,"D","decentralized",3,1,NA,56,120,"Election","D3decentralized1Dem","becker 2019"
"306",306,"Election",930,"Dem",350,223,165,224.6,"D","decentralized",3,1,NA,350,165,"Election","D3decentralized1Dem","becker 2019"
"307",307,"Election",1002,"Dem",270,270,270,224.6,"D","decentralized",3,1,NA,270,270,"Election","D3decentralized1Dem","becker 2019"
"308",308,"Unemployment",815,"Dem",4,4.7,5,4.9,"D","decentralized",3,1,NA,4,5,"Unemployment","D3decentralized1Dem","becker 2019"
"309",309,"Unemployment",927,"Dem",4,4.5,4.6,4.9,"D","decentralized",3,1,NA,4,4.6,"Unemployment","D3decentralized1Dem","becker 2019"
"310",310,"Unemployment",923,"Dem",4.3,4.3,4.3,4.9,"D","decentralized",3,1,NA,4.3,4.3,"Unemployment","D3decentralized1Dem","becker 2019"
"311",311,"Election",935,"Dem",150,185,228,224.6,"D","decentralized",3,1,NA,150,228,"Election","D3decentralized1Dem","becker 2019"
"312",312,"Election",975,"Dem",NA,174,227,224.6,"D","decentralized",3,1,NA,NA,227,"Election","D3decentralized1Dem","becker 2019"
"313",313,"Unemployment",1068,"Dem",7,7,6.5,4.9,"D","decentralized",3,1,NA,7,6.5,"Unemployment","D3decentralized1Dem","becker 2019"
"314",314,"Taxes",885,"Dem",23,25,18,14.6,"D","decentralized",3,1,NA,23,18,"Taxes","D3decentralized1Dem","becker 2019"
"315",315,"Election",968,"Dem",200,245,235,224.6,"D","decentralized",3,1,NA,200,235,"Election","D3decentralized1Dem","becker 2019"
"316",316,"Election",1074,"Dem",175,200,225,224.6,"D","decentralized",3,1,NA,175,225,"Election","D3decentralized1Dem","becker 2019"
"317",317,"Election",1037,"Dem",200,180,150,224.6,"D","decentralized",3,1,NA,200,150,"Election","D3decentralized1Dem","becker 2019"
"318",318,"Unemployment",820,"Dem",10,4.7,5,4.9,"D","decentralized",3,1,NA,10,5,"Unemployment","D3decentralized1Dem","becker 2019"
"319",319,"Taxes",994,"Dem",14,15,16,14.6,"D","decentralized",3,1,NA,14,16,"Taxes","D3decentralized1Dem","becker 2019"
"320",320,"Unemployment",870,"Dem",12,4,5,4.9,"D","decentralized",3,1,NA,12,5,"Unemployment","D3decentralized1Dem","becker 2019"
"321",321,"Unemployment",935,"Dem",7,4.7,5,4.9,"D","decentralized",3,1,NA,7,5,"Unemployment","D3decentralized1Dem","becker 2019"
"322",322,"Unemployment",1050,"Dem",49,5,5,4.9,"D","decentralized",3,1,NA,49,5,"Unemployment","D3decentralized1Dem","becker 2019"
"323",323,"California",815,"Dem",40,55,55,60.2,"D","decentralized",3,1,NA,40,55,"California","D3decentralized1Dem","becker 2019"
"324",324,"Election",1006,"Dem",500,328,253,224.6,"D","decentralized",3,1,NA,500,253,"Election","D3decentralized1Dem","becker 2019"
"325",325,"Unemployment",1006,"Dem",4.7,4.7,5,4.9,"D","decentralized",3,1,NA,4.7,5,"Unemployment","D3decentralized1Dem","becker 2019"
"326",326,"Election",931,"Dem",300,250,230,224.6,"D","decentralized",3,1,NA,300,230,"Election","D3decentralized1Dem","becker 2019"
"327",327,"California",927,"Dem",13,14,15,60.2,"D","decentralized",3,1,NA,13,15,"California","D3decentralized1Dem","becker 2019"
"328",328,"Election",1064,"Dem",160,1,75,224.6,"D","decentralized",3,1,NA,160,75,"Election","D3decentralized1Dem","becker 2019"
"329",329,"Taxes",1076,"Dem",47,8.6,18,14.6,"D","decentralized",3,1,NA,47,18,"Taxes","D3decentralized1Dem","becker 2019"
"330",330,"California",870,"Dem",35,40,40,60.2,"D","decentralized",3,1,NA,35,40,"California","D3decentralized1Dem","becker 2019"
"331",331,"Taxes",1037,"Dem",25,20,20,14.6,"D","decentralized",3,1,NA,25,20,"Taxes","D3decentralized1Dem","becker 2019"
"332",332,"Taxes",1068,"Dem",15,18,20,14.6,"D","decentralized",3,1,NA,15,20,"Taxes","D3decentralized1Dem","becker 2019"
"333",333,"Taxes",931,"Dem",23,20,25,14.6,"D","decentralized",3,1,NA,23,25,"Taxes","D3decentralized1Dem","becker 2019"
"334",334,"Unemployment",1007,"Dem",8,7,6,4.9,"D","decentralized",3,1,NA,8,6,"Unemployment","D3decentralized1Dem","becker 2019"
"335",335,"Unemployment",949,"Dem",4.7,5,5,4.9,"D","decentralized",3,1,NA,4.7,5,"Unemployment","D3decentralized1Dem","becker 2019"
"336",336,"Election",1007,"Dem",150,200,250,224.6,"D","decentralized",3,1,NA,150,250,"Election","D3decentralized1Dem","becker 2019"
"337",337,"Taxes",935,"Dem",12,30,24,14.6,"D","decentralized",3,1,NA,12,24,"Taxes","D3decentralized1Dem","becker 2019"
"338",338,"Unemployment",930,"Dem",4.7,5,5,4.9,"D","decentralized",3,1,NA,4.7,5,"Unemployment","D3decentralized1Dem","becker 2019"
"339",339,"Election",949,"Dem",250,200,500,224.6,"D","decentralized",3,1,NA,250,500,"Election","D3decentralized1Dem","becker 2019"
"340",340,"Unemployment",1079,"Dem",5,5,5,4.9,"D","decentralized",3,1,NA,5,5,"Unemployment","D3decentralized1Dem","becker 2019"
"341",341,"Unemployment",1049,"Dem",5,7,6,4.9,"D","decentralized",3,1,NA,5,6,"Unemployment","D3decentralized1Dem","becker 2019"
"342",342,"Election",927,"Dem",250,235,235,224.6,"D","decentralized",3,1,NA,250,235,"Election","D3decentralized1Dem","becker 2019"
"343",343,"Unemployment",895,"Dem",5,5,5,4.9,"D","decentralized",3,1,NA,5,5,"Unemployment","D3decentralized1Dem","becker 2019"
"344",344,"Taxes",970,"Dem",20,18,20,14.6,"D","decentralized",3,1,NA,20,20,"Taxes","D3decentralized1Dem","becker 2019"
"345",345,"Unemployment",1037,"Dem",9,10,9,4.9,"D","decentralized",3,1,NA,9,9,"Unemployment","D3decentralized1Dem","becker 2019"
"346",346,"California",1037,"Dem",40,50,45,60.2,"D","decentralized",3,1,NA,40,45,"California","D3decentralized1Dem","becker 2019"
"347",347,"California",1049,"Dem",15,35,37,60.2,"D","decentralized",3,1,NA,15,37,"California","D3decentralized1Dem","becker 2019"
"348",348,"Taxes",810,"Dem",NA,16,21,14.6,"D","decentralized",3,1,NA,NA,21,"Taxes","D3decentralized1Dem","becker 2019"
"349",349,"Taxes",1006,"Dem",10,14,15,14.6,"D","decentralized",3,1,NA,10,15,"Taxes","D3decentralized1Dem","becker 2019"
"350",350,"California",970,"Dem",38,60,60,60.2,"D","decentralized",3,1,NA,38,60,"California","D3decentralized1Dem","becker 2019"
"351",351,"California",935,"Dem",65,35,70,60.2,"D","decentralized",3,1,NA,65,70,"California","D3decentralized1Dem","becker 2019"
"352",352,"Election",837,"Dem",35,245,261,224.6,"D","decentralized",3,1,NA,35,261,"Election","D3decentralized1Dem","becker 2019"
"353",353,"California",1074,"Dem",60,55,58,60.2,"D","decentralized",3,1,NA,60,58,"California","D3decentralized1Dem","becker 2019"
"354",354,"California",888,"Dem",40,40,43,60.2,"D","decentralized",3,1,NA,40,43,"California","D3decentralized1Dem","becker 2019"
